crime_id,crime_date,country,longitude,crime_type_id,resolved,people_involved_crime,crime_datetime,people_involved_other,crime_role_id,person_id,year,month,total_people
578,2023-06-14,France,,4,1,5,2023-06-14 00:35:00,5,4,1932,2023,6,5
578,2023-06-14,France,,4,1,5,2023-06-14 00:35:00,5,2,566,2023,6,5
578,2023-06-14,France,,4,1,5,2023-06-14 00:35:00,5,2,3677,2023,6,5
579,2022-08-23,Germany,,12,1,2,2022-08-23 02:10:00,2,1,4090,2022,8,2
579,2022-08-23,Germany,,12,1,2,2022-08-23 02:10:00,2,5,902,2022,8,2
580,2022-12-05,Denmark,,1,1,2,2022-12-05 20:40:00,2,1,2205,2022,12,2
580,2022-12-05,Denmark,,1,1,2,2022-12-05 20:40:00,2,5,4281,2022,12,2
581,2021-09-07,Finland,,12,1,3,2021-09-07 01:40:00,3,1,3343,2021,9,3
581,2021-09-07,Finland,,12,1,3,2021-09-07 01:40:00,3,5,2716,2021,9,3
581,2021-09-07,Finland,,12,1,3,2021-09-07 01:40:00,3,4,4889,2021,9,3
582,2022-05-30,Austria,,7,1,3,2022-05-30 09:40:00,3,1,1453,2022,5,3
582,2022-05-30,Austria,,7,1,3,2022-05-30 09:40:00,3,5,1322,2022,5,3
582,2022-05-30,Austria,,7,1,3,2022-05-30 09:40:00,3,4,201,2022,5,3
583,2023-03-19,United Kingdom,,12,1,2,2023-03-19 10:45:00,2,1,6752,2023,3,2
583,2023-03-19,United Kingdom,,12,1,2,2023-03-19 10:45:00,2,5,3671,2023,3,2
584,2022-09-11,France,,7,0,4,2022-09-11 23:05:00,4,1,1700,2022,9,4
584,2022-09-11,France,,7,0,4,2022-09-11 23:05:00,4,5,7162,2022,9,4
584,2022-09-11,France,,7,0,4,2022-09-11 23:05:00,4,4,4352,2022,9,4
584,2022-09-11,France,,7,0,4,2022-09-11 23:05:00,4,5,319,2022,9,4
585,2022-04-10,Germany,,1,1,2,2022-04-10 13:05:00,2,1,3046,2022,4,2
585,2022-04-10,Germany,,1,1,2,2022-04-10 13:05:00,2,5,1732,2022,4,2
586,2021-11-30,Denmark,,12,1,2,2021-11-30 04:15:00,2,1,5430,2021,11,2
586,2021-11-30,Denmark,,12,1,2,2021-11-30 04:15:00,2,5,6252,2021,11,2
587,2023-06-16,Finland,,11,1,2,2023-06-16 07:25:00,2,1,967,2023,6,2
587,2023-06-16,Finland,,11,1,2,2023-06-16 07:25:00,2,5,7036,2023,6,2
588,2022-10-13,Austria,,11,1,3,2022-10-13 06:25:00,3,1,1572,2022,10,3
588,2022-10-13,Austria,,11,1,3,2022-10-13 06:25:00,3,5,1775,2022,10,3
588,2022-10-13,Austria,,11,1,3,2022-10-13 06:25:00,3,5,2056,2022,10,3
589,2022-09-21,United Kingdom,,1,1,3,2022-09-21 20:45:00,3,1,6596,2022,9,3
589,2022-09-21,United Kingdom,,1,1,3,2022-09-21 20:45:00,3,5,3620,2022,9,3
589,2022-09-21,United Kingdom,,1,1,3,2022-09-21 20:45:00,3,5,5445,2022,9,3
590,2021-11-02,France,,7,1,5,2021-11-02 07:20:00,5,1,7414,2021,11,5
590,2021-11-02,France,,7,1,5,2021-11-02 07:20:00,5,5,4625,2021,11,5
590,2021-11-02,France,,7,1,5,2021-11-02 07:20:00,5,4,3077,2021,11,5
590,2021-11-02,France,,7,1,5,2021-11-02 07:20:00,5,3,5234,2021,11,5
590,2021-11-02,France,,7,1,5,2021-11-02 07:20:00,5,3,3941,2021,11,5
591,2023-07-18,Germany,,12,0,4,2023-07-18 21:25:00,4,1,6103,2023,7,4
591,2023-07-18,Germany,,12,0,4,2023-07-18 21:25:00,4,5,642,2023,7,4
591,2023-07-18,Germany,,12,0,4,2023-07-18 21:25:00,4,4,4255,2023,7,4
591,2023-07-18,Germany,,12,0,4,2023-07-18 21:25:00,4,5,2619,2023,7,4
592,2022-07-28,France,,12,1,4,2022-07-28 19:35:00,4,1,1906,2022,7,4
592,2022-07-28,France,,12,1,4,2022-07-28 19:35:00,4,5,5012,2022,7,4
592,2022-07-28,France,,12,1,4,2022-07-28 19:35:00,4,1,1922,2022,7,4
592,2022-07-28,France,,12,1,4,2022-07-28 19:35:00,4,5,3019,2022,7,4
593,2023-10-25,Germany,,7,1,2,2023-10-25 17:30:00,2,1,3793,2023,10,2
593,2023-10-25,Germany,,7,1,2,2023-10-25 17:30:00,2,5,3634,2023,10,2
594,2023-09-01,Denmark,,12,0,2,2023-09-01 04:45:00,2,1,1900,2023,9,2
594,2023-09-01,Denmark,,12,0,2,2023-09-01 04:45:00,2,5,1699,2023,9,2
595,2023-05-12,France,,12,1,2,2023-05-12 08:25:00,2,1,213,2023,5,2
595,2023-05-12,France,,12,1,2,2023-05-12 08:25:00,2,5,1419,2023,5,2
596,2023-08-11,Germany,,12,1,4,2023-08-11 00:45:00,4,1,2336,2023,8,4
596,2023-08-11,Germany,,12,1,4,2023-08-11 00:45:00,4,5,2043,2023,8,4
596,2023-08-11,Germany,,12,1,4,2023-08-11 00:45:00,4,2,5134,2023,8,4
596,2023-08-11,Germany,,12,1,4,2023-08-11 00:45:00,4,1,5445,2023,8,4
597,2023-09-18,Denmark,,12,1,2,2023-09-18 00:25:00,2,1,2695,2023,9,2
597,2023-09-18,Denmark,,12,1,2,2023-09-18 00:25:00,2,5,755,2023,9,2
598,2023-01-24,United Kingdom,,4,1,4,2023-01-24 23:05:00,4,1,2211,2023,1,4
598,2023-01-24,United Kingdom,,4,1,4,2023-01-24 23:05:00,4,5,6224,2023,1,4
598,2023-01-24,United Kingdom,,4,1,4,2023-01-24 23:05:00,4,5,1938,2023,1,4
598,2023-01-24,United Kingdom,,4,1,4,2023-01-24 23:05:00,4,4,7152,2023,1,4
599,2022-04-27,France,,12,1,2,2022-04-27 02:20:00,2,1,3323,2022,4,2
599,2022-04-27,France,,12,1,2,2022-04-27 02:20:00,2,5,2590,2022,4,2
600,2023-10-13,United Kingdom,,1,1,2,2023-10-13 09:20:00,2,1,5347,2023,10,2
600,2023-10-13,United Kingdom,,1,1,2,2023-10-13 09:20:00,2,5,3406,2023,10,2
601,2023-10-22,France,,11,0,4,2023-10-22 03:10:00,4,1,1097,2023,10,4
601,2023-10-22,France,,11,0,4,2023-10-22 03:10:00,4,5,4708,2023,10,4
601,2023-10-22,France,,11,0,4,2023-10-22 03:10:00,4,5,489,2023,10,4
601,2023-10-22,France,,11,0,4,2023-10-22 03:10:00,4,3,6291,2023,10,4
602,2023-07-07,Finland,,7,0,2,2023-07-07 21:15:00,2,1,3368,2023,7,2
602,2023-07-07,Finland,,7,0,2,2023-07-07 21:15:00,2,5,4537,2023,7,2
603,2023-03-30,Austria,,1,0,2,2023-03-30 04:35:00,2,1,2877,2023,3,2
603,2023-03-30,Austria,,1,0,2,2023-03-30 04:35:00,2,5,362,2023,3,2
604,2023-06-21,United Kingdom,,9,1,2,2023-06-21 07:15:00,2,1,2555,2023,6,2
604,2023-06-21,United Kingdom,,9,1,2,2023-06-21 07:15:00,2,5,7158,2023,6,2
605,2022-02-07,United Kingdom,,2,1,2,2022-02-07 12:05:00,2,1,3404,2022,2,2
605,2022-02-07,United Kingdom,,2,1,2,2022-02-07 12:05:00,2,5,5968,2022,2,2
606,2023-03-09,France,,12,1,4,2023-03-09 01:30:00,4,1,7211,2023,3,4
606,2023-03-09,France,,12,1,4,2023-03-09 01:30:00,4,5,1152,2023,3,4
606,2023-03-09,France,,12,1,4,2023-03-09 01:30:00,4,2,1264,2023,3,4
606,2023-03-09,France,,12,1,4,2023-03-09 01:30:00,4,4,4742,2023,3,4
607,2023-08-21,Germany,,3,1,2,2023-08-21 15:10:00,2,1,1852,2023,8,2
607,2023-08-21,Germany,,3,1,2,2023-08-21 15:10:00,2,5,4897,2023,8,2
608,2023-03-08,Italy,,12,1,6,2023-03-08 01:35:00,6,1,6334,2023,3,6
608,2023-03-08,Italy,,12,1,6,2023-03-08 01:35:00,6,5,1429,2023,3,6
608,2023-03-08,Italy,,12,1,6,2023-03-08 01:35:00,6,1,5136,2023,3,6
608,2023-03-08,Italy,,12,1,6,2023-03-08 01:35:00,6,2,4,2023,3,6
608,2023-03-08,Italy,,12,1,6,2023-03-08 01:35:00,6,2,6236,2023,3,6
608,2023-03-08,Italy,,12,1,6,2023-03-08 01:35:00,6,2,4107,2023,3,6
609,2021-10-16,Spain,,4,1,2,2021-10-16 20:20:00,2,1,3037,2021,10,2
609,2021-10-16,Spain,,4,1,2,2021-10-16 20:20:00,2,5,5018,2021,10,2
610,2022-06-01,Netherlands,,12,1,3,2022-06-01 00:15:00,3,1,1238,2022,6,3
610,2022-06-01,Netherlands,,12,1,3,2022-06-01 00:15:00,3,5,6631,2022,6,3
610,2022-06-01,Netherlands,,12,1,3,2022-06-01 00:15:00,3,3,63,2022,6,3
611,2022-02-25,Belgium,,12,1,2,2022-02-25 18:25:00,2,1,6915,2022,2,2
611,2022-02-25,Belgium,,12,1,2,2022-02-25 18:25:00,2,5,6016,2022,2,2
612,2022-05-27,Switzerland,,12,1,2,2022-05-27 09:00:00,2,1,1604,2022,5,2
612,2022-05-27,Switzerland,,12,1,2,2022-05-27 09:00:00,2,5,6059,2022,5,2
613,2021-10-05,Sweden,,7,1,4,2021-10-05 02:00:00,4,1,1309,2021,10,4
613,2021-10-05,Sweden,,7,1,4,2021-10-05 02:00:00,4,5,4403,2021,10,4
613,2021-10-05,Sweden,,7,1,4,2021-10-05 02:00:00,4,3,5920,2021,10,4
613,2021-10-05,Sweden,,7,1,4,2021-10-05 02:00:00,4,4,3960,2021,10,4
614,2023-09-25,Norway,,12,1,5,2023-09-25 11:10:00,5,1,5168,2023,9,5
614,2023-09-25,Norway,,12,1,5,2023-09-25 11:10:00,5,5,4011,2023,9,5
614,2023-09-25,Norway,,12,1,5,2023-09-25 11:10:00,5,5,6067,2023,9,5
614,2023-09-25,Norway,,12,1,5,2023-09-25 11:10:00,5,2,2735,2023,9,5
614,2023-09-25,Norway,,12,1,5,2023-09-25 11:10:00,5,4,2108,2023,9,5
615,2022-04-07,Denmark,,5,1,2,2022-04-07 20:15:00,2,1,4274,2022,4,2
615,2022-04-07,Denmark,,5,1,2,2022-04-07 20:15:00,2,5,5745,2022,4,2
616,2023-10-29,Finland,,4,1,4,2023-10-29 19:05:00,4,1,606,2023,10,4
616,2023-10-29,Finland,,4,1,4,2023-10-29 19:05:00,4,5,3491,2023,10,4
616,2023-10-29,Finland,,4,1,4,2023-10-29 19:05:00,4,3,536,2023,10,4
616,2023-10-29,Finland,,4,1,4,2023-10-29 19:05:00,4,5,4318,2023,10,4
617,2022-01-21,Austria,,1,1,4,2022-01-21 01:30:00,4,1,2333,2022,1,4
617,2022-01-21,Austria,,1,1,4,2022-01-21 01:30:00,4,5,7258,2022,1,4
617,2022-01-21,Austria,,1,1,4,2022-01-21 01:30:00,4,3,5545,2022,1,4
617,2022-01-21,Austria,,1,1,4,2022-01-21 01:30:00,4,1,3556,2022,1,4
618,2023-01-24,United Kingdom,,12,1,2,2023-01-24 18:20:00,2,1,6556,2023,1,2
618,2023-01-24,United Kingdom,,12,1,2,2023-01-24 18:20:00,2,5,2751,2023,1,2
619,2022-06-05,France,,10,1,5,2022-06-05 11:10:00,5,1,6558,2022,6,5
619,2022-06-05,France,,10,1,5,2022-06-05 11:10:00,5,5,4251,2022,6,5
619,2022-06-05,France,,10,1,5,2022-06-05 11:10:00,5,2,3704,2022,6,5
619,2022-06-05,France,,10,1,5,2022-06-05 11:10:00,5,5,6154,2022,6,5
619,2022-06-05,France,,10,1,5,2022-06-05 11:10:00,5,2,6185,2022,6,5
620,2023-05-26,Germany,,12,1,3,2023-05-26 06:25:00,3,1,1099,2023,5,3
620,2023-05-26,Germany,,12,1,3,2023-05-26 06:25:00,3,5,344,2023,5,3
620,2023-05-26,Germany,,12,1,3,2023-05-26 06:25:00,3,3,5792,2023,5,3
621,2022-06-28,Italy,,4,1,2,2022-06-28 23:00:00,2,1,5578,2022,6,2
621,2022-06-28,Italy,,4,1,2,2022-06-28 23:00:00,2,5,3390,2022,6,2
622,2022-08-05,Spain,,12,0,5,2022-08-05 20:10:00,5,1,6621,2022,8,5
622,2022-08-05,Spain,,12,0,5,2022-08-05 20:10:00,5,5,5855,2022,8,5
622,2022-08-05,Spain,,12,0,5,2022-08-05 20:10:00,5,5,2831,2022,8,5
622,2022-08-05,Spain,,12,0,5,2022-08-05 20:10:00,5,5,5203,2022,8,5
622,2022-08-05,Spain,,12,0,5,2022-08-05 20:10:00,5,5,3890,2022,8,5
623,2022-03-13,Netherlands,,12,1,2,2022-03-13 12:00:00,2,1,3900,2022,3,2
623,2022-03-13,Netherlands,,12,1,2,2022-03-13 12:00:00,2,5,2337,2022,3,2
624,2023-07-08,Belgium,,1,0,5,2023-07-08 02:15:00,5,1,7102,2023,7,5
624,2023-07-08,Belgium,,1,0,5,2023-07-08 02:15:00,5,5,6014,2023,7,5
624,2023-07-08,Belgium,,1,0,5,2023-07-08 02:15:00,5,5,543,2023,7,5
624,2023-07-08,Belgium,,1,0,5,2023-07-08 02:15:00,5,2,5002,2023,7,5
624,2023-07-08,Belgium,,1,0,5,2023-07-08 02:15:00,5,3,1188,2023,7,5
625,2022-11-09,Switzerland,,1,1,3,2022-11-09 23:15:00,3,1,3859,2022,11,3
625,2022-11-09,Switzerland,,1,1,3,2022-11-09 23:15:00,3,5,5728,2022,11,3
625,2022-11-09,Switzerland,,1,1,3,2022-11-09 23:15:00,3,4,5585,2022,11,3
626,2023-03-28,Sweden,,5,1,5,2023-03-28 21:25:00,5,1,487,2023,3,5
626,2023-03-28,Sweden,,5,1,5,2023-03-28 21:25:00,5,5,1599,2023,3,5
626,2023-03-28,Sweden,,5,1,5,2023-03-28 21:25:00,5,4,3041,2023,3,5
626,2023-03-28,Sweden,,5,1,5,2023-03-28 21:25:00,5,5,348,2023,3,5
626,2023-03-28,Sweden,,5,1,5,2023-03-28 21:25:00,5,2,6628,2023,3,5
627,2022-05-06,Norway,,12,1,3,2022-05-06 12:30:00,3,1,2288,2022,5,3
627,2022-05-06,Norway,,12,1,3,2022-05-06 12:30:00,3,5,6953,2022,5,3
627,2022-05-06,Norway,,12,1,3,2022-05-06 12:30:00,3,1,462,2022,5,3
628,2023-01-24,Denmark,,1,1,3,2023-01-24 00:30:00,3,1,156,2023,1,3
628,2023-01-24,Denmark,,1,1,3,2023-01-24 00:30:00,3,5,478,2023,1,3
628,2023-01-24,Denmark,,1,1,3,2023-01-24 00:30:00,3,1,824,2023,1,3
629,2022-02-16,Finland,,12,0,5,2022-02-16 04:00:00,5,1,4143,2022,2,5
629,2022-02-16,Finland,,12,0,5,2022-02-16 04:00:00,5,5,4341,2022,2,5
629,2022-02-16,Finland,,12,0,5,2022-02-16 04:00:00,5,2,6110,2022,2,5
629,2022-02-16,Finland,,12,0,5,2022-02-16 04:00:00,5,5,562,2022,2,5
629,2022-02-16,Finland,,12,0,5,2022-02-16 04:00:00,5,4,2829,2022,2,5
630,2021-11-02,Austria,,12,1,2,2021-11-02 17:40:00,2,1,3233,2021,11,2
630,2021-11-02,Austria,,12,1,2,2021-11-02 17:40:00,2,5,6998,2021,11,2
631,2022-06-13,United Kingdom,,11,1,2,2022-06-13 21:30:00,2,1,1582,2022,6,2
631,2022-06-13,United Kingdom,,11,1,2,2022-06-13 21:30:00,2,5,4429,2022,6,2
632,2021-09-25,France,,1,1,4,2021-09-25 00:00:00,4,1,924,2021,9,4
632,2021-09-25,France,,1,1,4,2021-09-25 00:00:00,4,5,5692,2021,9,4
632,2021-09-25,France,,1,1,4,2021-09-25 00:00:00,4,4,4718,2021,9,4
632,2021-09-25,France,,1,1,4,2021-09-25 00:00:00,4,3,3921,2021,9,4
633,2022-01-12,Germany,,12,0,5,2022-01-12 22:00:00,5,1,3083,2022,1,5
633,2022-01-12,Germany,,12,0,5,2022-01-12 22:00:00,5,5,7186,2022,1,5
633,2022-01-12,Germany,,12,0,5,2022-01-12 22:00:00,5,1,3838,2022,1,5
633,2022-01-12,Germany,,12,0,5,2022-01-12 22:00:00,5,3,5231,2022,1,5
633,2022-01-12,Germany,,12,0,5,2022-01-12 22:00:00,5,3,3273,2022,1,5
634,2022-04-06,Denmark,,8,1,2,2022-04-06 04:35:00,2,1,4476,2022,4,2
634,2022-04-06,Denmark,,8,1,2,2022-04-06 04:35:00,2,5,6954,2022,4,2
635,2022-09-24,Finland,,12,1,4,2022-09-24 03:45:00,4,1,4670,2022,9,4
635,2022-09-24,Finland,,12,1,4,2022-09-24 03:45:00,4,5,5938,2022,9,4
635,2022-09-24,Finland,,12,1,4,2022-09-24 03:45:00,4,1,6858,2022,9,4
635,2022-09-24,Finland,,12,1,4,2022-09-24 03:45:00,4,5,1115,2022,9,4
636,2022-10-29,Austria,,12,1,2,2022-10-29 23:30:00,2,1,2297,2022,10,2
636,2022-10-29,Austria,,12,1,2,2022-10-29 23:30:00,2,5,7446,2022,10,2
637,2023-03-14,United Kingdom,,3,1,3,2023-03-14 06:35:00,3,1,891,2023,3,3
637,2023-03-14,United Kingdom,,3,1,3,2023-03-14 06:35:00,3,5,344,2023,3,3
637,2023-03-14,United Kingdom,,3,1,3,2023-03-14 06:35:00,3,3,4239,2023,3,3
638,2023-08-07,France,,12,1,5,2023-08-07 07:20:00,5,1,5643,2023,8,5
638,2023-08-07,France,,12,1,5,2023-08-07 07:20:00,5,5,4707,2023,8,5
638,2023-08-07,France,,12,1,5,2023-08-07 07:20:00,5,5,2938,2023,8,5
638,2023-08-07,France,,12,1,5,2023-08-07 07:20:00,5,1,2958,2023,8,5
638,2023-08-07,France,,12,1,5,2023-08-07 07:20:00,5,4,7284,2023,8,5
639,2022-09-29,Germany,,10,1,4,2022-09-29 15:00:00,4,1,651,2022,9,4
639,2022-09-29,Germany,,10,1,4,2022-09-29 15:00:00,4,5,5470,2022,9,4
639,2022-09-29,Germany,,10,1,4,2022-09-29 15:00:00,4,4,6686,2022,9,4
639,2022-09-29,Germany,,10,1,4,2022-09-29 15:00:00,4,2,2902,2022,9,4
640,2022-03-20,Denmark,,12,1,2,2022-03-20 22:40:00,2,1,1771,2022,3,2
640,2022-03-20,Denmark,,12,1,2,2022-03-20 22:40:00,2,5,2863,2022,3,2
641,2023-06-05,Finland,,5,1,2,2023-06-05 01:05:00,2,1,6257,2023,6,2
641,2023-06-05,Finland,,5,1,2,2023-06-05 01:05:00,2,5,245,2023,6,2
642,2023-01-17,Austria,,7,1,2,2023-01-17 20:15:00,2,1,5735,2023,1,2
642,2023-01-17,Austria,,7,1,2,2023-01-17 20:15:00,2,5,4885,2023,1,2
643,2021-10-31,United Kingdom,,1,1,3,2021-10-31 00:25:00,3,1,2575,2021,10,3
643,2021-10-31,United Kingdom,,1,1,3,2021-10-31 00:25:00,3,5,5339,2021,10,3
643,2021-10-31,United Kingdom,,1,1,3,2021-10-31 00:25:00,3,4,4751,2021,10,3
644,2021-09-03,France,,1,0,5,2021-09-03 20:45:00,5,1,5860,2021,9,5
644,2021-09-03,France,,1,0,5,2021-09-03 20:45:00,5,5,3620,2021,9,5
644,2021-09-03,France,,1,0,5,2021-09-03 20:45:00,5,4,2543,2021,9,5
644,2021-09-03,France,,1,0,5,2021-09-03 20:45:00,5,4,4225,2021,9,5
644,2021-09-03,France,,1,0,5,2021-09-03 20:45:00,5,3,389,2021,9,5
645,2022-10-12,Germany,,7,0,2,2022-10-12 16:15:00,2,1,2249,2022,10,2
645,2022-10-12,Germany,,7,0,2,2022-10-12 16:15:00,2,5,7052,2022,10,2
646,2023-01-20,France,,11,1,2,2023-01-20 19:15:00,2,1,4007,2023,1,2
646,2023-01-20,France,,11,1,2,2023-01-20 19:15:00,2,5,7206,2023,1,2
647,2022-01-19,Germany,,4,1,5,2022-01-19 22:10:00,5,1,5973,2022,1,5
647,2022-01-19,Germany,,4,1,5,2022-01-19 22:10:00,5,5,5621,2022,1,5
647,2022-01-19,Germany,,4,1,5,2022-01-19 22:10:00,5,2,5039,2022,1,5
647,2022-01-19,Germany,,4,1,5,2022-01-19 22:10:00,5,1,4313,2022,1,5
647,2022-01-19,Germany,,4,1,5,2022-01-19 22:10:00,5,2,6914,2022,1,5
648,2021-10-10,Denmark,,10,1,2,2021-10-10 01:20:00,2,1,3154,2021,10,2
648,2021-10-10,Denmark,,10,1,2,2021-10-10 01:20:00,2,5,5742,2021,10,2
649,2022-10-05,France,,12,1,2,2022-10-05 05:35:00,2,1,61,2022,10,2
649,2022-10-05,France,,12,1,2,2022-10-05 05:35:00,2,5,1307,2022,10,2
650,2023-03-14,Germany,,12,1,3,2023-03-14 05:35:00,3,1,4515,2023,3,3
650,2023-03-14,Germany,,12,1,3,2023-03-14 05:35:00,3,5,2119,2023,3,3
650,2023-03-14,Germany,,12,1,3,2023-03-14 05:35:00,3,2,125,2023,3,3
651,2022-07-18,Denmark,,12,0,2,2022-07-18 01:30:00,2,1,458,2022,7,2
651,2022-07-18,Denmark,,12,0,2,2022-07-18 01:30:00,2,5,6027,2022,7,2
652,2022-12-03,United Kingdom,,12,1,2,2022-12-03 04:40:00,2,1,6741,2022,12,2
652,2022-12-03,United Kingdom,,12,1,2,2022-12-03 04:40:00,2,5,4907,2022,12,2
653,2023-04-22,France,,5,1,2,2023-04-22 23:05:00,2,1,6194,2023,4,2
653,2023-04-22,France,,5,1,2,2023-04-22 23:05:00,2,5,2319,2023,4,2
654,2022-02-05,United Kingdom,,4,0,2,2022-02-05 21:30:00,2,1,4664,2022,2,2
654,2022-02-05,United Kingdom,,4,0,2,2022-02-05 21:30:00,2,5,3044,2022,2,2
655,2022-12-23,France,,7,1,6,2022-12-23 21:10:00,6,1,442,2022,12,6
655,2022-12-23,France,,7,1,6,2022-12-23 21:10:00,6,5,7013,2022,12,6
655,2022-12-23,France,,7,1,6,2022-12-23 21:10:00,6,2,5618,2022,12,6
655,2022-12-23,France,,7,1,6,2022-12-23 21:10:00,6,4,158,2022,12,6
655,2022-12-23,France,,7,1,6,2022-12-23 21:10:00,6,5,493,2022,12,6
655,2022-12-23,France,,7,1,6,2022-12-23 21:10:00,6,3,1940,2022,12,6
656,2023-06-20,Finland,,12,1,2,2023-06-20 01:10:00,2,1,2951,2023,6,2
656,2023-06-20,Finland,,12,1,2,2023-06-20 01:10:00,2,5,290,2023,6,2
657,2023-03-02,Austria,,2,1,4,2023-03-02 22:15:00,4,1,5407,2023,3,4
657,2023-03-02,Austria,,2,1,4,2023-03-02 22:15:00,4,5,1692,2023,3,4
657,2023-03-02,Austria,,2,1,4,2023-03-02 22:15:00,4,3,1734,2023,3,4
657,2023-03-02,Austria,,2,1,4,2023-03-02 22:15:00,4,5,7306,2023,3,4
658,2023-07-29,United Kingdom,,12,1,3,2023-07-29 06:35:00,3,1,4344,2023,7,3
658,2023-07-29,United Kingdom,,12,1,3,2023-07-29 06:35:00,3,5,4078,2023,7,3
658,2023-07-29,United Kingdom,,12,1,3,2023-07-29 06:35:00,3,4,5000,2023,7,3
659,2023-03-09,United Kingdom,,12,1,2,2023-03-09 00:00:00,2,1,3032,2023,3,2
659,2023-03-09,United Kingdom,,12,1,2,2023-03-09 00:00:00,2,5,1064,2023,3,2
660,2022-05-19,France,,12,0,2,2022-05-19 23:10:00,2,1,2001,2022,5,2
660,2022-05-19,France,,12,0,2,2022-05-19 23:10:00,2,5,7248,2022,5,2
661,2022-12-28,Germany,,5,1,6,2022-12-28 12:00:00,6,1,2339,2022,12,6
661,2022-12-28,Germany,,5,1,6,2022-12-28 12:00:00,6,5,7076,2022,12,6
661,2022-12-28,Germany,,5,1,6,2022-12-28 12:00:00,6,1,1079,2022,12,6
661,2022-12-28,Germany,,5,1,6,2022-12-28 12:00:00,6,5,3717,2022,12,6
661,2022-12-28,Germany,,5,1,6,2022-12-28 12:00:00,6,3,2494,2022,12,6
661,2022-12-28,Germany,,5,1,6,2022-12-28 12:00:00,6,2,1290,2022,12,6
662,2022-03-14,Italy,,12,1,2,2022-03-14 02:45:00,2,1,4296,2022,3,2
662,2022-03-14,Italy,,12,1,2,2022-03-14 02:45:00,2,5,6548,2022,3,2
663,2023-02-07,Spain,,2,1,6,2023-02-07 11:15:00,6,1,159,2023,2,6
663,2023-02-07,Spain,,2,1,6,2023-02-07 11:15:00,6,5,4339,2023,2,6
663,2023-02-07,Spain,,2,1,6,2023-02-07 11:15:00,6,2,7417,2023,2,6
663,2023-02-07,Spain,,2,1,6,2023-02-07 11:15:00,6,2,3017,2023,2,6
663,2023-02-07,Spain,,2,1,6,2023-02-07 11:15:00,6,5,5859,2023,2,6
663,2023-02-07,Spain,,2,1,6,2023-02-07 11:15:00,6,3,976,2023,2,6
664,2022-04-09,Netherlands,,3,0,2,2022-04-09 00:25:00,2,1,6158,2022,4,2
664,2022-04-09,Netherlands,,3,0,2,2022-04-09 00:25:00,2,5,265,2022,4,2
665,2023-06-28,Belgium,,12,0,2,2023-06-28 23:05:00,2,1,269,2023,6,2
665,2023-06-28,Belgium,,12,0,2,2023-06-28 23:05:00,2,5,1820,2023,6,2
666,2022-05-08,Switzerland,,1,1,2,2022-05-08 07:25:00,2,1,2175,2022,5,2
666,2022-05-08,Switzerland,,1,1,2,2022-05-08 07:25:00,2,5,5209,2022,5,2
667,2022-02-15,Sweden,,2,0,4,2022-02-15 16:25:00,4,1,1385,2022,2,4
667,2022-02-15,Sweden,,2,0,4,2022-02-15 16:25:00,4,5,6093,2022,2,4
667,2022-02-15,Sweden,,2,0,4,2022-02-15 16:25:00,4,3,1451,2022,2,4
667,2022-02-15,Sweden,,2,0,4,2022-02-15 16:25:00,4,2,1254,2022,2,4
668,2022-11-29,Norway,,4,1,2,2022-11-29 23:25:00,2,1,2879,2022,11,2
668,2022-11-29,Norway,,4,1,2,2022-11-29 23:25:00,2,5,4381,2022,11,2
669,2023-03-10,Denmark,,9,0,3,2023-03-10 17:40:00,3,1,5031,2023,3,3
669,2023-03-10,Denmark,,9,0,3,2023-03-10 17:40:00,3,5,1383,2023,3,3
669,2023-03-10,Denmark,,9,0,3,2023-03-10 17:40:00,3,1,2873,2023,3,3
670,2023-08-07,Finland,,12,0,2,2023-08-07 03:40:00,2,1,2174,2023,8,2
670,2023-08-07,Finland,,12,0,2,2023-08-07 03:40:00,2,5,3818,2023,8,2
671,2022-02-04,Austria,,12,1,2,2022-02-04 22:35:00,2,1,3052,2022,2,2
671,2022-02-04,Austria,,12,1,2,2022-02-04 22:35:00,2,5,5548,2022,2,2
672,2023-07-16,United Kingdom,,1,1,2,2023-07-16 06:10:00,2,1,1253,2023,7,2
672,2023-07-16,United Kingdom,,1,1,2,2023-07-16 06:10:00,2,5,4996,2023,7,2
673,2021-11-21,France,,12,1,2,2021-11-21 19:35:00,2,1,3784,2021,11,2
673,2021-11-21,France,,12,1,2,2021-11-21 19:35:00,2,5,4400,2021,11,2
674,2022-08-05,Germany,,3,0,2,2022-08-05 05:10:00,2,1,2720,2022,8,2
674,2022-08-05,Germany,,3,0,2,2022-08-05 05:10:00,2,5,1584,2022,8,2
675,2023-07-26,Italy,,12,0,2,2023-07-26 22:20:00,2,1,1226,2023,7,2
675,2023-07-26,Italy,,12,0,2,2023-07-26 22:20:00,2,5,6929,2023,7,2
676,2023-10-18,Spain,,12,1,3,2023-10-18 08:00:00,3,1,2279,2023,10,3
676,2023-10-18,Spain,,12,1,3,2023-10-18 08:00:00,3,5,6418,2023,10,3
676,2023-10-18,Spain,,12,1,3,2023-10-18 08:00:00,3,3,1454,2023,10,3
677,2022-01-11,Netherlands,,12,0,6,2022-01-11 05:45:00,6,1,2746,2022,1,6
677,2022-01-11,Netherlands,,12,0,6,2022-01-11 05:45:00,6,5,4431,2022,1,6
